x,y,z
0.260000,0.400000,0.809896
0.260000,0.420000,0.814956
0.260000,0.440000,0.819451
0.260000,0.460000,0.823412
0.260000,0.480000,0.826867
0.260000,0.500000,0.829840
0.260000,0.520000,0.832355
0.260000,0.540000,0.834431
0.260000,0.560000,0.836086
0.260000,0.580000,0.837336
0.260000,0.600000,0.838192
0.260000,0.620000,0.838666
0.260000,0.640000,0.838767
0.260000,0.660000,0.838501
0.260000,0.680000,0.837873
0.260000,0.700000,0.836886
0.260000,0.720000,0.835542
0.260000,0.740000,0.833840
0.260000,0.760000,0.831779
0.260000,0.780000,0.829355
0.260000,0.800000,0.826563
0.260000,0.820000,0.823398
0.260000,0.840000,0.819851
0.260000,0.860000,0.815915
0.260000,0.880000,0.811579
0.260000,0.900000,0.806832
0.260000,0.920000,0.801663
0.260000,0.940000,0.796059
0.260000,0.960000,0.790006
0.260000,0.980000,0.783491
0.280000,0.000000,0.555162
0.280000,0.020000,0.578526
0.280000,0.040000,0.600652
0.280000,0.060000,0.621532
0.280000,0.080000,0.641170
0.280000,0.100000,0.659584
0.280000,0.120000,0.676798
0.280000,0.140000,0.692845
0.280000,0.160000,0.707763
0.280000,0.180000,0.721595
0.280000,0.200000,0.734388
0.280000,0.220000,0.746190
0.280000,0.240000,0.757050
0.280000,0.260000,0.767018
0.280000,0.280000,0.776141
0.280000,0.300000,0.784468
0.280000,0.320000,0.792044
0.280000,0.340000,0.798912
0.280000,0.360000,0.805113
0.280000,0.380000,0.810685
0.280000,0.400000,0.815665
0.280000,0.420000,0.820085
0.280000,0.440000,0.823974
0.280000,0.460000,0.827362
0.280000,0.480000,0.830272
0.280000,0.500000,0.832726
0.280000,0.520000,0.834745
0.280000,0.540000,0.836344
0.280000,0.560000,0.837540
0.280000,0.580000,0.838344
0.280000,0.600000,0.838768
0.280000,0.620000,0.838819
0.280000,0.640000,0.838504
0.280000,0.660000,0.837827
0.280000,0.680000,0.836792
0.280000,0.700000,0.835400
0.280000,0.720000,0.833649
0.280000,0.740000,0.831539
0.280000,0.760000,0.829065
0.280000,0.780000,0.826222
0.280000,0.800000,0.823004
0.280000,0.820000,0.819404
0.280000,0.840000,0.815413
0.280000,0.860000,0.811020
0.280000,0.880000,0.806215
0.280000,0.900000,0.800986
0.280000,0.920000,0.795319
0.280000,0.940000,0.789201
0.280000,0.960000,0.782619
0.280000,0.980000,0.775556
0.300000,0.000000,0.582366
0.300000,0.020000,0.604225
0.300000,0.040000,0.624850
0.300000,0.060000,0.644247
0.300000,0.080000,0.662431
0.300000,0.100000,0.679428
0.300000,0.120000,0.695271
0.300000,0.140000,0.709998
0.300000,0.160000,0.723651
0.300000,0.180000,0.736277
0.300000,0.200000,0.747923
0.300000,0.220000,0.758639
0.300000,0.240000,0.768472
0.300000,0.260000,0.777470
0.300000,0.280000,0.785680
0.300000,0.300000,0.793148
0.300000,0.320000,0.799915
0.300000,0.340000,0.806022
0.300000,0.360000,0.811507
0.300000,0.380000,0.816405
0.300000,0.400000,0.820748
0.300000,0.420000,0.824565
0.300000,0.440000,0.827885
0.300000,0.460000,0.830730
0.300000,0.480000,0.833123
0.300000,0.500000,0.835083
0.300000,0.520000,0.836626
0.300000,0.540000,0.837767
0.300000,0.560000,0.838519
0.300000,0.580000,0.838891
0.300000,0.600000,0.838892
0.300000,0.620000,0.838527
0.300000,0.640000,0.837802
0.300000,0.660000,0.836718
0.300000,0.680000,0.835276
0.300000,0.700000,0.833477
0.300000,0.720000,0.831317
0.300000,0.740000,0.828792
0.300000,0.760000,0.825898
0.300000,0.780000,0.822628
0.300000,0.800000,0.818974
0.300000,0.820000,0.814927
0.300000,0.840000,0.810477
0.300000,0.860000,0.805613
0.300000,0.880000,0.800323
0.300000,0.900000,0.794594
0.300000,0.920000,0.788411
0.300000,0.940000,0.781761
0.300000,0.960000,0.774629
0.300000,0.980000,0.766999
0.320000,0.000000,0.607878
0.320000,0.020000,0.628244
0.320000,0.040000,0.647394
0.320000,0.060000,0.665345
0.320000,0.080000,0.682121
0.320000,0.100000,0.697757
0.320000,0.120000,0.712289
0.320000,0.140000,0.725761
0.320000,0.160000,0.738217
0.320000,0.180000,0.749705
0.320000,0.200000,0.760273
0.320000,0.220000,0.769969
0.320000,0.240000,0.778840
0.320000,0.260000,0.786932
0.320000,0.280000,0.794289
0.320000,0.300000,0.800954
0.320000,0.320000,0.806966
0.320000,0.340000,0.812362
0.320000,0.360000,0.817176
0.320000,0.380000,0.821441
0.320000,0.400000,0.825185
0.320000,0.420000,0.828436
0.320000,0.440000,0.831215
0.320000,0.460000,0.833546
0.320000,0.480000,0.835446
0.320000,0.500000,0.836933
0.320000,0.520000,0.838019
0.320000,0.540000,0.838717
0.320000,0.560000,0.839038
0.320000,0.580000,0.838987
0.320000,0.600000,0.838573
0.320000,0.620000,0.837798
0.320000,0.640000,0.836664
0.320000,0.660000,0.835173
0.320000,0.680000,0.833324
0.320000,0.700000,0.831113
0.320000,0.720000,0.828538
0.320000,0.740000,0.825592
0.320000,0.760000,0.822269
0.320000,0.780000,0.818561
0.320000,0.800000,0.814458
0.320000,0.820000,0.809951
0.320000,0.840000,0.805028
0.320000,0.860000,0.799677
0.320000,0.880000,0.793884
0.320000,0.900000,0.787636
0.320000,0.920000,0.780919
0.320000,0.940000,0.773716
0.320000,0.960000,0.766014
0.320000,0.980000,0.757796
0.340000,0.000000,0.631714
0.340000,0.020000,0.650613
0.340000,0.040000,0.668326
0.340000,0.060000,0.684878
0.340000,0.080000,0.700303
0.340000,0.100000,0.714637
0.340000,0.120000,0.727924
0.340000,0.140000,0.740208
0.340000,0.160000,0.751535
0.340000,0.180000,0.761953
0.340000,0.200000,0.771510
0.340000,0.220000,0.780252
0.340000,0.240000,0.788224
0.340000,0.260000,0.795469
0.340000,0.280000,0.802030
0.340000,0.300000,0.807945
0.340000,0.320000,0.813251
0.340000,0.340000,0.817981
0.340000,0.360000,0.822166
0.340000,0.380000,0.825836
0.340000,0.400000,0.829016
0.340000,0.420000,0.831729
0.340000,0.440000,0.833997
0.340000,0.460000,0.835837
0.340000,0.480000,0.837265
0.340000,0.500000,0.838296
0.340000,0.520000,0.838940
0.340000,0.540000,0.839208
0.340000,0.560000,0.839106
0.340000,0.580000,0.838641
0.340000,0.600000,0.837815
0.340000,0.620000,0.836632
0.340000,0.640000,0.835091
0.340000,0.660000,0.833192
0.340000,0.680000,0.830930
0.340000,0.700000,0.828304
0.340000,0.720000,0.825305
0.340000,0.740000,0.821929
0.340000,0.760000,0.818166
0.340000,0.780000,0.814008
0.340000,0.800000,0.809443
0.340000,0.820000,0.804460
0.340000,0.840000,0.799047
0.340000,0.860000,0.793191
0.340000,0.880000,0.786878
0.340000,0.900000,0.780092
0.340000,0.920000,0.772820
0.340000,0.940000,0.765045
0.340000,0.960000,0.756752
0.340000,0.980000,0.747926
0.360000,0.000000,0.653904
0.360000,0.020000,0.671375
0.360000,0.040000,0.687700
0.360000,0.060000,0.702910
0.360000,0.080000,0.717043
0.360000,0.100000,0.730142
0.360000,0.120000,0.742250
0.360000,0.140000,0.753414
0.360000,0.160000,0.763681
0.360000,0.180000,0.773096
0.360000,0.200000,0.781707
0.360000,0.220000,0.789557
0.360000,0.240000,0.796689
0.360000,0.260000,0.803144
0.360000,0.280000,0.808960
0.360000,0.300000,0.814174
0.360000,0.320000,0.818818
0.360000,0.340000,0.822923
0.360000,0.360000,0.826518
0.360000,0.380000,0.829626
0.360000,0.400000,0.832272
0.360000,0.420000,0.834475
0.360000,0.440000,0.836254
0.360000,0.460000,0.837624
0.360000,0.480000,0.838598
0.360000,0.500000,0.839188
0.360000,0.520000,0.839402
0.360000,0.540000,0.839248
0.360000,0.560000,0.838732
0.360000,0.580000,0.837856
0.360000,0.600000,0.836622
0.360000,0.620000,0.835031
