x,y,z
0.360000,0.640000,0.833081
0.360000,0.660000,0.830768
0.360000,0.680000,0.828090
0.360000,0.700000,0.825039
0.360000,0.720000,0.821609
0.360000,0.740000,0.817791
0.360000,0.760000,0.813576
0.360000,0.780000,0.808953
0.360000,0.800000,0.803911
0.360000,0.820000,0.798436
0.360000,0.840000,0.792516
0.360000,0.860000,0.786136
0.360000,0.880000,0.779283
0.360000,0.900000,0.771940
0.360000,0.920000,0.764092
0.360000,0.940000,0.755724
0.360000,0.960000,0.746820
0.360000,0.980000,0.737365
0.380000,0.000000,0.674493
0.380000,0.020000,0.690586
0.380000,0.040000,0.705579
0.380000,0.060000,0.719508
0.380000,0.080000,0.732416
0.380000,0.100000,0.744346
0.380000,0.120000,0.755344
0.380000,0.140000,0.765456
0.380000,0.160000,0.774728
0.380000,0.180000,0.783205
0.380000,0.200000,0.790931
0.380000,0.220000,0.797948
0.380000,0.240000,0.804296
0.380000,0.260000,0.810013
0.380000,0.280000,0.815133
0.380000,0.300000,0.819690
0.380000,0.320000,0.823714
0.380000,0.340000,0.827231
0.380000,0.360000,0.830268
0.380000,0.380000,0.832845
0.380000,0.400000,0.834983
0.380000,0.420000,0.836700
0.380000,0.440000,0.838011
0.380000,0.460000,0.838927
0.380000,0.480000,0.839462
0.380000,0.500000,0.839622
0.380000,0.520000,0.839416
0.380000,0.540000,0.838847
0.380000,0.560000,0.837920
0.380000,0.580000,0.836635
0.380000,0.600000,0.834993
0.380000,0.620000,0.832992
0.380000,0.640000,0.830628
0.380000,0.660000,0.827898
0.380000,0.680000,0.824794
0.380000,0.700000,0.821309
0.380000,0.720000,0.817436
0.380000,0.740000,0.813164
0.380000,0.760000,0.808483
0.380000,0.780000,0.803380
0.380000,0.800000,0.797844
0.380000,0.820000,0.791860
0.380000,0.840000,0.785414
0.380000,0.860000,0.778492
0.380000,0.880000,0.771078
0.380000,0.900000,0.763157
0.380000,0.920000,0.754713
0.380000,0.940000,0.745731
0.380000,0.960000,0.736196
0.380000,0.980000,0.726093
0.400000,0.000000,0.693538
0.400000,0.020000,0.708310
0.400000,0.040000,0.722032
0.400000,0.060000,0.734746
0.400000,0.080000,0.746495
0.400000,0.100000,0.757325
0.400000,0.120000,0.767280
0.400000,0.140000,0.776407
0.400000,0.160000,0.784748
0.400000,0.180000,0.792348
0.400000,0.200000,0.799249
0.400000,0.220000,0.805488
0.400000,0.240000,0.811103
0.400000,0.260000,0.816129
0.400000,0.280000,0.820598
0.400000,0.300000,0.824538
0.400000,0.320000,0.827978
0.400000,0.340000,0.830941
0.400000,0.360000,0.833449
0.400000,0.380000,0.835521
0.400000,0.400000,0.837175
0.400000,0.420000,0.838425
0.400000,0.440000,0.839284
0.400000,0.460000,0.839763
0.400000,0.480000,0.839869
0.400000,0.500000,0.839609
0.400000,0.520000,0.838988
0.400000,0.540000,0.838009
0.400000,0.560000,0.836673
0.400000,0.580000,0.834979
0.400000,0.600000,0.832927
0.400000,0.620000,0.830511
0.400000,0.640000,0.827728
0.400000,0.660000,0.824570
0.400000,0.680000,0.821032
0.400000,0.700000,0.817103
0.400000,0.720000,0.812774
0.400000,0.740000,0.808034
0.400000,0.760000,0.802871
0.400000,0.780000,0.797272
0.400000,0.800000,0.791223
0.400000,0.820000,0.784711
0.400000,0.840000,0.777720
0.400000,0.860000,0.770235
0.400000,0.880000,0.762241
0.400000,0.900000,0.753721
0.400000,0.920000,0.744661
0.400000,0.940000,0.735046
0.400000,0.960000,0.724860
0.400000,0.980000,0.714090
0.420000,0.000000,0.711104
0.420000,0.020000,0.724615
0.420000,0.040000,0.737133
0.420000,0.060000,0.748699
0.420000,0.080000,0.759357
0.420000,0.100000,0.769154
0.420000,0.120000,0.778132
0.420000,0.140000,0.786337
0.420000,0.160000,0.793809
0.420000,0.180000,0.800591
0.420000,0.200000,0.806719
0.420000,0.220000,0.812232
0.420000,0.240000,0.817162
0.420000,0.260000,0.821541
0.420000,0.280000,0.825397
0.420000,0.300000,0.828758
0.420000,0.320000,0.831647
0.420000,0.340000,0.834084
0.420000,0.360000,0.836090
0.420000,0.380000,0.837680
0.420000,0.400000,0.838870
0.420000,0.420000,0.839670
0.420000,0.440000,0.840092
0.420000,0.460000,0.840142
0.420000,0.480000,0.839829
0.420000,0.500000,0.839155
0.420000,0.520000,0.838123
0.420000,0.540000,0.836736
0.420000,0.560000,0.834990
0.420000,0.580000,0.832886
0.420000,0.600000,0.830418
0.420000,0.620000,0.827581
0.420000,0.640000,0.824370
0.420000,0.660000,0.820777
0.420000,0.680000,0.816792
0.420000,0.700000,0.812406
0.420000,0.720000,0.807606
0.420000,0.740000,0.802383
0.420000,0.760000,0.796721
0.420000,0.780000,0.790608
0.420000,0.800000,0.784029
0.420000,0.820000,0.776969
0.420000,0.840000,0.769413
0.420000,0.860000,0.761345
0.420000,0.880000,0.752749
0.420000,0.900000,0.743611
0.420000,0.920000,0.733915
0.420000,0.940000,0.723646
0.420000,0.960000,0.712792
0.420000,0.980000,0.701339
0.440000,0.000000,0.727259
0.440000,0.020000,0.739577
0.440000,0.040000,0.750957
0.440000,0.060000,0.761442
0.440000,0.080000,0.771077
0.440000,0.100000,0.779906
0.440000,0.120000,0.787971
0.440000,0.140000,0.795314
0.440000,0.160000,0.801975
0.440000,0.180000,0.807992
0.440000,0.200000,0.813400
0.440000,0.220000,0.818233
0.440000,0.240000,0.822521
0.440000,0.260000,0.826292
0.440000,0.280000,0.829573
0.440000,0.300000,0.832386
0.440000,0.320000,0.834753
0.440000,0.340000,0.836691
0.440000,0.360000,0.838217
0.440000,0.380000,0.839344
0.440000,0.400000,0.840085
0.440000,0.420000,0.840449
0.440000,0.440000,0.840444
0.440000,0.460000,0.840076
0.440000,0.480000,0.839349
0.440000,0.500000,0.838265
0.440000,0.520000,0.836824
0.440000,0.540000,0.835027
0.440000,0.560000,0.832870
0.440000,0.580000,0.830349
0.440000,0.600000,0.827460
0.440000,0.620000,0.824194
0.440000,0.640000,0.820546
0.440000,0.660000,0.816505
0.440000,0.680000,0.812060
0.440000,0.700000,0.807202
0.440000,0.720000,0.801917
0.440000,0.740000,0.796193
0.440000,0.760000,0.790015
0.440000,0.780000,0.783369
0.440000,0.800000,0.776239
0.440000,0.820000,0.768612
0.440000,0.840000,0.760470
0.440000,0.860000,0.751798
0.440000,0.880000,0.742582
0.440000,0.900000,0.732805
0.440000,0.920000,0.722453
0.440000,0.940000,0.711514
0.440000,0.960000,0.699974
0.440000,0.980000,0.687822
0.460000,0.000000,0.742079
0.460000,0.020000,0.753270
0.460000,0.040000,0.763580
0.460000,0.060000,0.773051
0.460000,0.080000,0.781728
0.460000,0.100000,0.789652
0.460000,0.120000,0.796864
0.460000,0.140000,0.803403
0.460000,0.160000,0.809306
0.460000,0.180000,0.814608
0.460000,0.200000,0.819342
0.460000,0.220000,0.823538
0.460000,0.240000,0.827224
0.460000,0.260000,0.830423
0.460000,0.280000,0.833160
0.460000,0.300000,0.835454
0.460000,0.320000,0.837324
0.460000,0.340000,0.838784
0.460000,0.360000,0.839849
0.460000,0.380000,0.840530
0.460000,0.400000,0.840837
0.460000,0.420000,0.840775
0.460000,0.440000,0.840352
0.460000,0.460000,0.839571
0.460000,0.480000,0.838433
0.460000,0.500000,0.836940
0.460000,0.520000,0.835090
0.460000,0.540000,0.832880
0.460000,0.560000,0.830307
0.460000,0.580000,0.827363
0.460000,0.600000,0.824044
0.460000,0.620000,0.820340
0.460000,0.640000,0.816242
0.460000,0.660000,0.811740
0.460000,0.680000,0.806822
0.460000,0.700000,0.801476
0.460000,0.720000,0.795688
0.460000,0.740000,0.789445
0.460000,0.760000,0.782732
0.460000,0.780000,0.775533
0.460000,0.800000,0.767834
0.460000,0.820000,0.759618
0.460000,0.840000,0.750870
0.460000,0.860000,0.741575
0.460000,0.880000,0.731717
0.460000,0.900000,0.721283
0.460000,0.920000,0.710258
0.460000,0.940000,0.698631
0.460000,0.960000,0.686390
0.460000,0.980000,0.673527
0.480000,0.000000,0.755639
0.480000,0.020000,0.765770
0.480000,0.040000,0.775076
0.480000,0.060000,0.783599
0.480000,0.080000,0.791380
0.480000,0.100000,0.798458
0.480000,0.120000,0.804874
0.480000,0.140000,0.810662
0.480000,0.160000,0.815858
0.480000,0.180000,0.820492
0.480000,0.200000,0.824594
0.480000,0.220000,0.828192
0.480000,0.240000,0.831310
0.480000,0.260000,0.833969
0.480000,0.280000,0.836190
0.480000,0.300000,0.837990
0.480000,0.320000,0.839385
0.480000,0.340000,0.840387
0.480000,0.360000,0.841007
0.480000,0.380000,0.841255
0.480000,0.400000,0.841136
0.480000,0.420000,0.840658
0.480000,0.440000,0.839822
0.480000,0.460000,0.838631
0.480000,0.480000,0.837084
0.480000,0.500000,0.835181
0.480000,0.520000,0.832918
0.480000,0.540000,0.830291
0.480000,0.560000,0.827294
0.480000,0.580000,0.823920
0.480000,0.600000,0.820160
0.480000,0.620000,0.816005
0.480000,0.640000,0.811445
0.480000,0.660000,0.806467
0.480000,0.680000,0.801059
0.480000,0.700000,0.795208
0.480000,0.720000,0.788900
0.480000,0.740000,0.782119
0.480000,0.760000,0.774851
0.480000,0.780000,0.767080
0.480000,0.800000,0.758790
0.480000,0.820000,0.749966
0.480000,0.840000,0.740592
0.480000,0.860000,0.730653
0.480000,0.880000,0.720135
0.480000,0.900000,0.709025
0.480000,0.920000,0.697311
0.480000,0.940000,0.684982
0.480000,0.960000,0.672028
0.480000,0.980000,0.658444
0.500000,0.000000,0.768015
0.500000,0.020000,0.777153
0.500000,0.040000,0.785519
0.500000,0.060000,0.793155
0.500000,0.080000,0.800099
0.500000,0.100000,0.806390
0.500000,0.120000,0.812061
0.500000,0.140000,0.817148
0.500000,0.160000,0.821681
0.500000,0.180000,0.825689
0.500000,0.200000,0.829198
0.500000,0.220000,0.832233
0.500000,0.240000,0.834814
0.500000,0.260000,0.836961
0.500000,0.280000,0.838691
0.500000,0.300000,0.840019
0.500000,0.320000,0.840957
0.500000,0.340000,0.841516
0.500000,0.360000,0.841704
0.500000,0.380000,0.841528
0.500000,0.400000,0.840994
0.500000,0.420000,0.840103
0.500000,0.440000,0.838858
0.500000,0.460000,0.837258
0.500000,0.480000,0.835301
0.500000,0.500000,0.832984
0.500000,0.520000,0.830303
0.500000,0.540000,0.827252
0.500000,0.560000,0.823823
0.500000,0.580000,0.820007
0.500000,0.600000,0.815795
0.500000,0.620000,0.811176
0.500000,0.640000,0.806138
0.500000,0.660000,0.800669
0.500000,0.680000,0.794754
0.500000,0.700000,0.788380
0.500000,0.720000,0.781532
0.500000,0.740000,0.774194
0.500000,0.760000,0.766351
0.500000,0.780000,0.757987
0.500000,0.800000,0.749086
0.500000,0.820000,0.739634
0.500000,0.840000,0.729614
0.500000,0.860000,0.719013
0.500000,0.880000,0.707818
0.500000,0.900000,0.696017
0.500000,0.920000,0.683598
0.500000,0.940000,0.670555
0.500000,0.960000,0.656879
0.500000,0.980000,0.642567
0.520000,0.000000,0.779281
0.520000,0.020000,0.787490
0.520000,0.040000,0.794979
0.520000,0.060000,0.801787
0.520000,0.080000,0.807950
0.520000,0.100000,0.813504
0.520000,0.120000,0.818481
0.520000,0.140000,0.822912
0.520000,0.160000,0.826824
0.520000,0.180000,0.830244
0.520000,0.200000,0.833194
0.520000,0.220000,0.835696
0.520000,0.240000,0.837768
0.520000,0.260000,0.839427
0.520000,0.280000,0.840687
0.520000,0.300000,0.841561
0.520000,0.320000,0.842058
0.520000,0.340000,0.842186
0.520000,0.360000,0.841952
0.520000,0.380000,0.841361
0.520000,0.400000,0.840415
0.520000,0.420000,0.839115
0.520000,0.440000,0.837461
0.520000,0.460000,0.835450
0.520000,0.480000,0.833080
0.520000,0.500000,0.830345
0.520000,0.520000,0.827239
0.520000,0.540000,0.823754
0.520000,0.560000,0.819882
0.520000,0.580000,0.815613
0.520000,0.600000,0.810935
0.520000,0.620000,0.805837
0.520000,0.640000,0.800306
0.520000,0.660000,0.794328
0.520000,0.680000,0.787888
0.520000,0.700000,0.780972
0.520000,0.720000,0.773565
0.520000,0.740000,0.765649
0.520000,0.760000,0.757211
0.520000,0.780000,0.748234
0.520000,0.800000,0.738702
0.520000,0.820000,0.728601
0.520000,0.840000,0.717917
0.520000,0.860000,0.706637
0.520000,0.880000,0.694749
0.520000,0.900000,0.682242
0.520000,0.920000,0.669108
0.520000,0.940000,0.655341
0.520000,0.960000,0.640937
0.520000,0.980000,0.625894
0.540000,0.000000,0.789510
0.540000,0.020000,0.796851
0.540000,0.040000,0.803521
0.540000,0.060000,0.809556
0.540000,0.080000,0.814991
0.540000,0.100000,0.819857
0.540000,0.120000,0.824184
0.540000,0.140000,0.827999
0.540000,0.160000,0.831328
0.540000,0.180000,0.834193
0.540000,0.200000,0.836615
0.540000,0.220000,0.838612
0.540000,0.240000,0.840199
0.540000,0.260000,0.841391
0.540000,0.280000,0.842199
0.540000,0.300000,0.842634
0.540000,0.320000,0.842702
0.540000,0.340000,0.842409
0.540000,0.360000,0.841761
0.540000,0.380000,0.840759
0.540000,0.400000,0.839404
0.540000,0.420000,0.837695
0.540000,0.440000,0.835631
0.540000,0.460000,0.833206
0.540000,0.480000,0.830417
0.540000,0.500000,0.827256
0.540000,0.520000,0.823716
0.540000,0.540000,0.819787
0.540000,0.560000,0.815460
0.540000,0.580000,0.810724
0.540000,0.600000,0.805566
0.540000,0.620000,0.799972
0.540000,0.640000,0.793930
0.540000,0.660000,0.787425
0.540000,0.680000,0.780441
0.540000,0.700000,0.772963
0.540000,0.720000,0.764976
0.540000,0.740000,0.756463
0.540000,0.760000,0.747409
0.540000,0.780000,0.737799
0.540000,0.800000,0.727617
0.540000,0.820000,0.716850
0.540000,0.840000,0.705484
0.540000,0.860000,0.693509
0.540000,0.880000,0.680913
0.540000,0.900000,0.667690
0.540000,0.920000,0.653832
0.540000,0.940000,0.639336
0.540000,0.960000,0.624201
0.540000,0.980000,0.608429
0.560000,0.000000,0.798772
0.560000,0.020000,0.805302
0.560000,0.040000,0.811208
0.560000,0.060000,0.816522
0.560000,0.080000,0.821275
0.560000,0.100000,0.825497
0.560000,0.120000,0.829215
0.560000,0.140000,0.832452
0.560000,0.160000,0.835232
0.560000,0.180000,0.837572
0.560000,0.200000,0.839493
0.560000,0.220000,0.841008
0.560000,0.240000,0.842131
0.560000,0.260000,0.842873
0.560000,0.280000,0.843244
0.560000,0.300000,0.843251
0.560000,0.320000,0.842900
0.560000,0.340000,0.842194
0.560000,0.360000,0.841136
0.560000,0.380000,0.839725
0.560000,0.400000,0.837962
0.560000,0.420000,0.835843
0.560000,0.440000,0.833364
0.560000,0.460000,0.830520
0.560000,0.480000,0.827304
0.560000,0.500000,0.823708
0.560000,0.520000,0.819723
0.560000,0.540000,0.815338
0.560000,0.560000,0.810543
0.560000,0.580000,0.805324
0.560000,0.600000,0.799669
0.560000,0.620000,0.793563
0.560000,0.640000,0.786991
0.560000,0.660000,0.779940
0.560000,0.680000,0.772392
0.560000,0.700000,0.764332
0.560000,0.720000,0.755745
0.560000,0.740000,0.746614
0.560000,0.760000,0.736925
0.560000,0.780000,0.726662
0.560000,0.800000,0.715812
0.560000,0.820000,0.704361
0.560000,0.840000,0.692299
0.560000,0.860000,0.679615
0.560000,0.880000,0.666301
0.560000,0.900000,0.652352
0.560000,0.920000,0.637765
0.560000,0.940000,0.622538
0.560000,0.960000,0.606674
0.560000,0.980000,0.590179
0.580000,0.000000,0.807131
0.580000,0.020000,0.812906
0.580000,0.040000,0.818098
0.580000,0.060000,0.822738
0.580000,0.080000,0.826854
0.580000,0.100000,0.830473
0.580000,0.120000,0.833617
0.580000,0.140000,0.836310
0.580000,0.160000,0.838569
0.580000,0.180000,0.840412
0.580000,0.200000,0.841854
0.580000,0.220000,0.842907
0.580000,0.240000,0.843583
0.580000,0.260000,0.843890
0.580000,0.280000,0.843836
0.580000,0.300000,0.843425
0.580000,0.320000,0.842662
0.580000,0.340000,0.841547
0.580000,0.360000,0.840081
0.580000,0.380000,0.838262
0.580000,0.400000,0.836088
0.580000,0.420000,0.833555
0.580000,0.440000,0.830656
0.580000,0.460000,0.827384
0.580000,0.480000,0.823733
0.580000,0.500000,0.819691
0.580000,0.520000,0.815248
0.580000,0.540000,0.810393
0.580000,0.560000,0.805114
0.580000,0.580000,0.799396
0.580000,0.600000,0.793226
0.580000,0.620000,0.786589
0.580000,0.640000,0.779469
0.580000,0.660000,0.771852
0.580000,0.680000,0.763720
0.580000,0.700000,0.755058
0.580000,0.720000,0.745851
0.580000,0.740000,0.736083
0.580000,0.760000,0.725739
0.580000,0.780000,0.714805
0.580000,0.800000,0.703270
0.580000,0.820000,0.691121
0.580000,0.840000,0.678348
0.580000,0.860000,0.664945
0.580000,0.880000,0.650905
0.580000,0.900000,0.636226
0.580000,0.920000,0.620907
0.580000,0.940000,0.604952
0.580000,0.960000,0.588366
0.580000,0.980000,0.571158
0.600000,0.000000,0.814650
0.600000,0.020000,0.819719
0.600000,0.040000,0.824244
0.600000,0.060000,0.828254
0.600000,0.080000,0.831772
0.600000,0.100000,0.834824
0.600000,0.120000,0.837428
0.600000,0.140000,0.839605
0.600000,0.160000,0.841370
0.600000,0.180000,0.842738
0.600000,0.200000,0.843721
0.600000,0.220000,0.844330
0.600000,0.240000,0.844573
0.600000,0.260000,0.844457
0.600000,0.280000,0.843986
0.600000,0.300000,0.843164
0.600000,0.320000,0.841992
0.600000,0.340000,0.840470
0.600000,0.360000,0.838596
0.600000,0.380000,0.836367
0.600000,0.400000,0.833779
0.600000,0.420000,0.830825
0.600000,0.440000,0.827498
0.600000,0.460000,0.823790
0.600000,0.480000,0.819691
0.600000,0.500000,0.815191
0.600000,0.520000,0.810277
0.600000,0.540000,0.804937
0.600000,0.560000,0.799157
0.600000,0.580000,0.792922
0.600000,0.600000,0.786219
0.600000,0.620000,0.779032
0.600000,0.640000,0.771344
0.600000,0.660000,0.763140
0.600000,0.680000,0.754404
0.600000,0.700000,0.745120
0.600000,0.720000,0.735273
0.600000,0.740000,0.724848
0.600000,0.760000,0.713832
0.600000,0.780000,0.702211
0.600000,0.800000,0.689975
0.600000,0.820000,0.677115
0.600000,0.840000,0.663622
0.600000,0.860000,0.649492
0.600000,0.880000,0.634721
0.600000,0.900000,0.619311
0.600000,0.920000,0.603264
0.600000,0.940000,0.586587
0.600000,0.960000,0.569290
0.600000,0.980000,0.551386
0.620000,0.000000,0.821385
0.620000,0.020000,0.825795
0.620000,0.040000,0.829697
0.620000,0.060000,0.833114
0.620000,0.080000,0.836071
0.620000,0.100000,0.838587
0.620000,0.120000,0.840681
0.620000,0.140000,0.842367
0.620000,0.160000,0.843661
0.620000,0.180000,0.844573
0.620000,0.200000,0.845115
0.620000,0.220000,0.845293
0.620000,0.240000,0.845115
0.620000,0.260000,0.844584
0.620000,0.280000,0.843703
0.620000,0.300000,0.842474
0.620000,0.320000,0.840895
0.620000,0.340000,0.838966
0.620000,0.360000,0.836682
0.620000,0.380000,0.834038
0.620000,0.400000,0.831029
0.620000,0.420000,0.827646
0.620000,0.440000,0.823882
0.620000,0.460000,0.819726
0.620000,0.480000,0.815168
0.620000,0.500000,0.810194
0.620000,0.520000,0.804793
0.620000,0.540000,0.798951
0.620000,0.560000,0.792653
0.620000,0.580000,0.785884
0.620000,0.600000,0.778628
0.620000,0.620000,0.770871
0.620000,0.640000,0.762594
0.620000,0.660000,0.753784
0.620000,0.680000,0.744424
0.620000,0.700000,0.734498
0.620000,0.720000,0.723992
0.620000,0.740000,0.712893
0.620000,0.760000,0.701188
0.620000,0.780000,0.688865
0.620000,0.800000,0.675917
0.620000,0.820000,0.662334
0.620000,0.840000,0.648114
0.620000,0.860000,0.633252
0.620000,0.880000,0.617751
0.620000,0.900000,0.601613
0.620000,0.920000,0.584845
0.620000,0.940000,0.567458
0.620000,0.960000,0.549467
0.620000,0.980000,0.530888
0.640000,0.000000,0.827390
0.640000,0.020000,0.831183
0.640000,0.040000,0.834500
0.640000,0.060000,0.837361
0.640000,0.080000,0.839788
0.640000,0.100000,0.841797
0.640000,0.120000,0.843405
0.640000,0.140000,0.844623
0.640000,0.160000,0.845465
0.640000,0.180000,0.845938
0.640000,0.200000,0.846051
0.640000,0.220000,0.845810
0.640000,0.240000,0.845219
0.640000,0.260000,0.844279
0.640000,0.280000,0.842992
0.640000,0.300000,0.841357
0.640000,0.320000,0.839371
0.640000,0.340000,0.837032
0.640000,0.360000,0.834333
0.640000,0.380000,0.831269
0.640000,0.400000,0.827831
0.640000,0.420000,0.824010
0.640000,0.440000,0.819797
0.640000,0.460000,0.815180
0.640000,0.480000,0.810148
0.640000,0.500000,0.804686
0.640000,0.520000,0.798781
0.640000,0.540000,0.792419
0.640000,0.560000,0.785584
0.640000,0.580000,0.778261
0.640000,0.600000,0.770433
0.640000,0.620000,0.762085
0.640000,0.640000,0.753200
0.640000,0.660000,0.743763
0.640000,0.680000,0.733759
0.640000,0.700000,0.723173
0.640000,0.720000,0.711991
0.640000,0.740000,0.700201
0.640000,0.760000,0.687792
0.640000,0.780000,0.674755
0.640000,0.800000,0.661084
0.640000,0.820000,0.646774
0.640000,0.840000,0.631821
0.640000,0.860000,0.616229
0.640000,0.880000,0.600000
0.640000,0.900000,0.583142
0.640000,0.920000,0.565666
0.640000,0.940000,0.547587
0.640000,0.960000,0.528922
0.640000,0.980000,0.509695
0.660000,0.000000,0.832714
0.660000,0.020000,0.835928
0.660000,0.040000,0.838694
0.660000,0.060000,0.841031
0.660000,0.080000,0.842955
0.660000,0.100000,0.844483
0.660000,0.120000,0.845626
0.660000,0.140000,0.846396
0.660000,0.160000,0.846801
0.660000,0.180000,0.846849
0.660000,0.200000,0.846544
0.660000,0.220000,0.845892
0.660000,0.240000,0.844893
0.660000,0.260000,0.843548
0.660000,0.280000,0.841856
0.660000,0.300000,0.839815
0.660000,0.320000,0.837419
0.660000,0.340000,0.834665
0.660000,0.360000,0.831545
0.660000,0.380000,0.828052
0.660000,0.400000,0.824175
0.660000,0.420000,0.819905
0.660000,0.440000,0.815230
0.660000,0.460000,0.810138
0.660000,0.480000,0.804615
0.660000,0.500000,0.798648
0.660000,0.520000,0.792222
0.660000,0.540000,0.785321
0.660000,0.560000,0.777930
0.660000,0.580000,0.770033
0.660000,0.600000,0.761613
0.660000,0.620000,0.752654
0.660000,0.640000,0.743141
0.660000,0.660000,0.733058
0.660000,0.680000,0.722391
0.660000,0.700000,0.711127
0.660000,0.720000,0.699252
0.660000,0.740000,0.686758
0.660000,0.760000,0.673634
0.660000,0.780000,0.659873
0.660000,0.800000,0.645473
0.660000,0.820000,0.630431
0.660000,0.840000,0.614747
0.660000,0.860000,0.598428
0.660000,0.880000,0.581480
0.660000,0.900000,0.563916
0.660000,0.920000,0.545749
0.660000,0.940000,0.526999
0.660000,0.960000,0.507689
0.660000,0.980000,0.487845
0.680000,0.000000,0.837400
0.680000,0.020000,0.840069
0.680000,0.040000,0.842315
0.680000,0.060000,0.844155
0.680000,0.080000,0.845602
0.680000,0.100000,0.846670
0.680000,0.120000,0.847367
0.680000,0.140000,0.847703
0.680000,0.160000,0.847685
0.680000,0.180000,0.847317
0.680000,0.200000,0.846604
0.680000,0.220000,0.845545
0.680000,0.240000,0.844142
0.680000,0.260000,0.842394
0.680000,0.280000,0.840296
0.680000,0.300000,0.837845
0.680000,0.320000,0.835036
0.680000,0.340000,0.831860
0.680000,0.360000,0.828311
0.680000,0.380000,0.824377
0.680000,0.400000,0.820050
0.680000,0.420000,0.815317
0.680000,0.440000,0.810166
0.680000,0.460000,0.804583
0.680000,0.480000,0.798554
0.680000,0.500000,0.792064
0.680000,0.520000,0.785097
0.680000,0.540000,0.777639
0.680000,0.560000,0.769671
0.680000,0.580000,0.761180
0.680000,0.600000,0.752147
0.680000,0.620000,0.742558
0.680000,0.640000,0.732397
0.680000,0.660000,0.721650
0.680000,0.680000,0.710303
0.680000,0.700000,0.698345
0.680000,0.720000,0.685764
0.680000,0.740000,0.672553
0.680000,0.760000,0.658704
0.680000,0.780000,0.644214
0.680000,0.800000,0.629082
0.680000,0.820000,0.613308
0.680000,0.840000,0.596899
0.680000,0.860000,0.579862
0.680000,0.880000,0.562209
0.680000,0.900000,0.543955
0.680000,0.920000,0.525121
0.680000,0.940000,0.505728
0.680000,0.960000,0.485805
0.680000,0.980000,0.465382
0.700000,0.000000,0.841487
0.700000,0.020000,0.843643
0.700000,0.040000,0.845397
0.700000,0.060000,0.846763
0.700000,0.080000,0.847754
0.700000,0.100000,0.848379
0.700000,0.120000,0.848646
0.700000,0.140000,0.848562
0.700000,0.160000,0.848131
0.700000,0.180000,0.847355
0.700000,0.200000,0.846237
0.700000,0.220000,0.844776
0.700000,0.240000,0.842971
0.700000,0.260000,0.840817
0.700000,0.280000,0.838310
0.700000,0.300000,0.835445
0.700000,0.320000,0.832214
0.700000,0.340000,0.828609
0.700000,0.360000,0.824620
0.700000,0.380000,0.820235
0.700000,0.400000,0.815444
0.700000,0.420000,0.810234
0.700000,0.440000,0.804590
0.700000,0.460000,0.798499
0.700000,0.480000,0.791946
0.700000,0.500000,0.784914
0.700000,0.520000,0.777388
0.700000,0.540000,0.769351
0.700000,0.560000,0.760787
0.700000,0.580000,0.751681
0.700000,0.600000,0.742016
0.700000,0.620000,0.731777
0.700000,0.640000,0.720950
0.700000,0.660000,0.709522
0.700000,0.680000,0.697479
0.700000,0.700000,0.684813
0.700000,0.720000,0.671515
0.700000,0.740000,0.657578
0.700000,0.760000,0.642999
0.700000,0.780000,0.627777
0.700000,0.800000,0.611914
0.700000,0.820000,0.595415
0.700000,0.840000,0.578288
0.700000,0.860000,0.560547
0.700000,0.880000,0.542208
0.700000,0.900000,0.523289
0.700000,0.920000,0.503815
0.700000,0.940000,0.483813
0.700000,0.960000,0.463315
0.700000,0.980000,0.442354
0.720000,0.000000,0.845013
0.720000,0.020000,0.846681
0.720000,0.040000,0.847966
0.720000,0.060000,0.848880
0.720000,0.080000,0.849432
0.720000,0.100000,0.849630
0.720000,0.120000,0.849480
0.720000,0.140000,0.848985
0.720000,0.160000,0.848148
0.720000,0.180000,0.846970
0.720000,0.200000,0.845451
0.720000,0.220000,0.843588
0.720000,0.240000,0.841378
0.720000,0.260000,0.838816
0.720000,0.280000,0.835895
0.720000,0.300000,0.832609
0.720000,0.320000,0.828948
0.720000,0.340000,0.824902
0.720000,0.360000,0.820461
0.720000,0.380000,0.815612
0.720000,0.400000,0.810343
0.720000,0.420000,0.804639
0.720000,0.440000,0.798486
0.720000,0.460000,0.791869
0.720000,0.480000,0.784772
0.720000,0.500000,0.777178
0.720000,0.520000,0.769073
0.720000,0.540000,0.760438
0.720000,0.560000,0.751258
0.720000,0.580000,0.741518
0.720000,0.600000,0.731201
0.720000,0.620000,0.720295
0.720000,0.640000,0.708784
0.720000,0.660000,0.696659
0.720000,0.680000,0.683907
0.720000,0.700000,0.670522
0.720000,0.720000,0.656498
0.720000,0.740000,0.641830
0.720000,0.760000,0.626519
0.720000,0.780000,0.610566
0.720000,0.800000,0.593978
0.720000,0.820000,0.576763
0.720000,0.840000,0.558934
0.720000,0.860000,0.540508
0.720000,0.880000,0.521506
0.720000,0.900000,0.501951
0.720000,0.920000,0.481871
0.720000,0.940000,0.461298
0.720000,0.960000,0.440267
0.720000,0.980000,0.418816
0.740000,0.000000,0.848007
0.740000,0.020000,0.849211
0.740000,0.040000,0.850049
0.740000,0.060000,0.850528
0.740000,0.080000,0.850656
0.740000,0.100000,0.850439
0.740000,0.120000,0.849880
0.740000,0.140000,0.848981
0.740000,0.160000,0.847744
0.740000,0.180000,0.846166
0.740000,0.200000,0.844246
0.740000,0.220000,0.841980
0.740000,0.240000,0.839362
0.740000,0.260000,0.836386
